document_id,Review text,Sentiment
1309,winning an oscar for the fugitive must have convinced jones that audiences will never get tired of his i-do-my-job-whether-they-are-innocent-or-guilty roles .,negative
1310,people still pay to see his movies and he makes plenty of money so i guess he was right .,negative
1311,though i don't think he will win another oscar again .,negative
1312,the ultimate mistake in the script is what eventually becomes of libby parsons .,negative
1313,"even if she was excused for disobeying her parole officer , the number of other crimes she commits while on the run are too numerous to count .",negative
1314,"burglary , assault , grand theft auto are some of libby's slipups .",negative
1315,the message of the movie is you can break all of the small laws as long as you're innocent of the major crime .,negative
1316,hopefully criminals won't use double jeopardy as a reference in court for why they are innocent .,negative
1317,that would just be plain stupid .,negative
1318,"while i am not fond of any writer's use of cheap , easy puns , i am not completely above using them myself when the situation merits it ( witness my review of _pecker_ from a couple of issues ago ) .",negative
1319,"so here goes : the juvenile , college-set black comedy _dead_man_on_campus_ is dead on arrival .",negative
1320,"strait-laced med student josh ( tom everett scott , who manages to remain somewhat likable throughout ) 's blemish-free academic record breaks out into fs , thanks to the influence of his ever-partying roommate , cooper ( mark-paul gosselaar ) , who introduces josh to the sex- and booze-filled nights that come with university life .",negative
1321,"with the threat of losing an academic scholarship ( josh ) and a life cleaning toilets for his dad looming ( cooper ) , what are two good-hearted slackers to do ?",negative
1322,"easy--look for a loophole , which they find in the form of an unbelievable rule in the school charter that states that if a student's ( or students' ) roommate commits suicide , the surviving student ( s ) shall receive straight as .",negative
1323,"so instead of studying , josh and cooper attempt to seek out the most depressed student out there , move him into their dorm room , and drive him to suicide before the semester ends .",negative
1324,director alan cohn and screenwriters michael traeger and mike white ( working from a story by anthony abrams and adam larson broder ) take their sweet time to build the head of steam that comes with josh and cooper's diabolical plot .,negative
1325,"until then , the usual boring cliches of college life ( booze , sex , more booze ) fill the time , which is made to feel longer by _saved_by_the_bell_ alumnus gosselaar's sitcom-bred mugging .",negative
1326,"that said , once cohn and company do build some comic momentum , they mishandle it .",negative
1327,"the introduction of the manic , psychotic cliff ( lochlyn munro ) , a potential roommate for josh and cooper , brings some demented life to the uninspired proceedings before being hastily written out in favor of two less interesting candidates : paranoid nerd buckley ( randy pearlstein ) and british death rocker matt ( corey page ) .",negative
