Document_ID,Review,Sentiment
5492,"daniel auteuil ( "" the widow of saint-pierre "" ) is delightful - particularly with a blown-up condom perched on his head , riding on a float in a gay pride parade - and gerard depardieu delivers one of his most restrained , and effective , performances .",positive
5493,"on the granger movie gauge of 1 to 10 , "" the closet "" is a frankly sexual , adult 8 .",positive
5494,"it's so clever , in fact , that hollywood is already planning to re-make it in english , like "" la cage aux folles . """,positive
5495,roman emperor marcus aurelius ( richard harris ) chooses his trusted general maximus ( russell crowe ) as his successor .,positive
5496,"however the emperor's evil son commodus ( joaquin phoenix ) murders his father before the announcement can be made , and maximus ( as well as his family ) is sentenced to be executed .",positive
5497,"maximus is able to escape his executioners , but is later captured and sold as a slave to proximo ( oliver reed ) .",positive
5498,"proximo is looking for gladiators to earn himself money ( he being a former gladiator himself ) , and maximus reluctantly uses his skills to prove himself a powerful gladiator .",positive
5499,"when emperor commodus announces that new games will be held in the colisseum , proximo takes his gladiators there to do battle .",positive
5500,maximus sees this as his chance to exact revenge on commodus .,positive
5501,"gladiator begins with a great battle sequence between the roman army and germania , and actually is able to maintain interest during the now required "" 40 minutes of exposition after a kick ass opening sequence "" style of moviemaking .",positive
5502,the only downfall of the opening sequence is the editing style used . . .,positive
5503,it's choppy slow-motion which is unsettling and distracting .,positive
5504,"it's similar to the opening sequence in saving private ryan , but nowhere near as effective .",positive
5505,"the actual gladiator battles are thrilling , but also a bit disjointed .",positive
5506,many times it's unclear as to exactly what's going on . . .,positive
5507,all the audience can tell is that blood is being spilled .,positive
5508,we're not sure who's blood or by who's hand though .,positive
5509,there's an instance of this earlier in the film too that's disappointing .,positive
5510,it's comes when maximus escapes his executioners .,positive
5511,some flashes and a few quick cuts later and maximus is free . . .,positive
5512,but i still don't know exactly how he did it .,positive
5513,russell crowe should have become a major star after his gleefully over the top role as a computer generated serial killer in 1995's virtuosity .,positive
5514,for whatever reason his stardom never arrived . . .,positive
5515,but he should have it now .,positive
5516,"from here on moviegoers should now be able to say , "" let's go see the new russell crowe movie "" .",positive
5517,he gets the best scene in the film ( and one of the best moments of all recent movies ) when he reveals his identity to commodus in the colisseum .,positive
5518,it's both rousing and chilling .,positive
5519,joaquin phoenix does a very effective job of making commodus a person and not just a cartoon character ( which could have easily happened ) .,positive
5520,"commodus is conniving , sneaky and whiny , but phoenix never lets the character get silly .",positive
